Gene,meanTumor,meanControl,Pvalue,Log2FC
N_unmapped,16.720774155061637,16.94273293471545,0.39857962875173514,-0.22195877965381428
N_multimapping,16.822612992126068,16.658236156322662,0.08843459977239587,0.1643768358034059
N_noFeature,15.796585575496119,15.841809180033836,0.7737049510895524,-0.045223604537717677
N_ambiguous,15.740068291018012,15.639749538453962,0.09686847586168854,0.10031875256404987
ENSG00000223972,0.0,0.0,1.0,0.0
ENSG00000227232,0.0,0.007436327382350448,0.5414697392755848,-0.007436327382350448
ENSG00000243485,0.0,0.0,1.0,0.0
ENSG00000237613,0.0,0.0,1.0,0.0
ENSG00000268020,0.0,0.0,1.0,0.0
ENSG00000240361,0.0,0.0,1.0,0.0
ENSG00000186092,0.0,0.0,1.0,0.0
ENSG00000238009,0.0,0.0,1.0,0.0
ENSG00000239945,0.0,0.0,1.0,0.0
ENSG00000233750,0.0,0.0,1.0,0.0
ENSG00000237683,0.0,0.0,1.0,0.0
ENSG00000268903,0.0,0.0,1.0,0.0
ENSG00000269981,0.0,0.0,1.0,0.0
ENSG00000239906,0.0,0.0,1.0,0.0
ENSG00000241860,0.0,0.0,1.0,0.0
ENSG00000222623,0.0,0.0,1.0,0.0
ENSG00000241599,0.0,0.0,1.0,0.0
ENSG00000228463,0.1816187072915482,0.0,0.1778078083562211,0.1816187072915482
ENSG00000235249,0.0,0.0,1.0,0.0
ENSG00000236601,0.0,0.0,1.0,0.0
ENSG00000236743,0.0,0.0,1.0,0.0
ENSG00000230021,0.1295454215808179,0.0,0.008101438210888953,0.1295454215808179
ENSG00000235146,0.0,0.0,1.0,0.0
ENSG00000225972,0.22887624017983166,0.28306863407059235,0.6186645186778688,-0.05419239389076069
ENSG00000225630,6.208100034858548,6.055671936938351,0.21461409429238493,0.15242809792019685
ENSG00000237973,3.460042934212831,2.807746274438048,0.3040273108165533,0.652296659774783
ENSG00000229344,2.795323497729421,2.6611013971717155,0.32999157131162976,0.13422210055770556
ENSG00000240409,0.3343064585469099,0.45582873651774486,0.3094091928625503,-0.12152227797083498
ENSG00000248527,8.621588228537167,8.033615577120935,0.061690388360487916,0.5879726514162318
ENSG00000198744,1.4083513160956498,1.1387656756598838,0.42217687258686726,0.26958564043576594
ENSG00000268663,0.0,0.0,1.0,0.0
ENSG00000284662,0.014669448619942559,0.0,0.17780780835622126,0.014669448619942559
ENSG00000229376,0.0,0.0,1.0,0.0
ENSG00000228327,0.08640280086265954,0.48496467299955814,0.4070259189243624,-0.3985618721368986
ENSG00000235373,0.04449429068414344,0.0,0.1778078083562211,0.04449429068414344
ENSG00000223181,0.0,0.0,1.0,0.0
ENSG00000229905,0.0,0.0,1.0,0.0
ENSG00000237491,0.6118297634974594,0.030264618095316272,0.19818099128913208,0.5815651454021432
ENSG00000230092,0.059163739304086,0.4912767561448015,0.5089496973909007,-0.43211301684071546
ENSG00000269831,0.08640280086265954,0.02045589923018128,0.34162679890470293,0.06594690163247827
ENSG00000177757,0.0,0.0,1.0,0.0
ENSG00000228794,2.2254243634104163,1.2256238301752567,0.46289971037580613,0.9998005332351596
ENSG00000225880,0.0,0.02439391529258244,0.32993352351072974,-0.02439391529258244
ENSG00000230368,0.0,0.0366364428298333,0.31817751908418523,-0.0366364428298333
ENSG00000234711,0.0,0.0,1.0,0.0
ENSG00000283040,0.0,0.0,1.0,0.0
ENSG00000269308,0.0,0.0,1.0,0.0
ENSG00000272438,0.0,0.0,1.0,0.0
ENSG00000230699,0.0,0.0,1.0,0.0
ENSG00000241180,0.0,0.0,1.0,0.0
ENSG00000223764,0.0,0.0,1.0,0.0
ENSG00000187634,0.0,0.0,1.0,0.0
ENSG00000268179,0.0,0.0,1.0,0.0
ENSG00000188976,0.2643348121198854,0.7536744849672332,0.5107864465265732,-0.4893396728473478
ENSG00000187961,0.15896016377965214,0.127885574317433,0.8382563219210365,0.031074589462219138
ENSG00000187583,0.0969240519538796,0.0,0.17780780835622126,0.0969240519538796
ENSG00000187642,0.0,0.0,1.0,0.0
ENSG00000272512,0.0,0.0,1.0,0.0
ENSG00000188290,0.08384991934052094,0.0,0.17780780835622126,0.08384991934052094
ENSG00000187608,0.7819512565975006,3.595108248065545,0.2209350451296654,-2.8131569914680448
ENSG00000231702,0.0,0.0,1.0,0.0
ENSG00000224969,0.0,0.3053475997053068,0.541469739275585,-0.3053475997053068
ENSG00000188157,0.0,0.0,1.0,0.0
ENSG00000242590,0.0,0.0,1.0,0.0
ENSG00000217801,6.727068778702112,3.4234659140459027,0.00285649395193712,3.303602864656209
ENSG00000273443,0.029046512885279034,0.028269576933493835,0.9873288802657456,0.0007769359517851987
ENSG00000237330,0.0,0.0,1.0,0.0
ENSG00000131591,0.2791437826662934,0.01909039594108225,0.20789991861490018,0.26005338672521117
ENSG00000223823,0.0,0.0,1.0,0.0
ENSG00000207730,0.0,0.0,1.0,0.0
ENSG00000207607,0.0,0.0,1.0,0.0
ENSG00000198976,0.0,0.0,1.0,0.0
ENSG00000272141,0.0,0.0,1.0,0.0
ENSG00000205231,0.0,0.0,1.0,0.0
ENSG00000162571,0.0,0.0,1.0,0.0
ENSG00000186891,1.0007672227747308,0.0,0.00023887843233473462,1.0007672227747308
ENSG00000186827,0.24536296464231167,0.0,0.00525121689141271,0.24536296464231167
ENSG00000078808,2.000345605205601,0.5753042050320789,0.07902125910647362,1.425041400173522
ENSG00000176022,0.8254336107145954,0.7613695116507027,0.9149954767581857,0.06406409906389277
ENSG00000184163,0.0,0.0,1.0,0.0
ENSG00000260179,0.0,0.0,1.0,0.0
ENSG00000160087,1.1135176469697816,0.7230725930313431,0.42128283045308695,0.39044505393843854
ENSG00000230415,0.0,0.0,1.0,0.0
ENSG00000162572,0.04449429068414344,0.11629498105788855,0.7050692123485427,-0.0718006903737451
ENSG00000131584,0.0,0.049116335841726866,0.541469739275585,-0.049116335841726866
ENSG00000169972,0.0,0.0265267233234327,0.3822203414862905,-0.0265267233234327
ENSG00000127054,3.513987379151615,3.2275381709535162,0.44535149619578057,0.28644920819809894
ENSG00000240731,0.3410306114767179,0.0,0.17780780835622126,0.3410306114767179
ENSG00000224051,0.1668764968444419,0.15784466555219767,0.93731130541833,0.009031831292244219
ENSG00000169962,0.0,0.0,1.0,0.0
ENSG00000107404,0.5100695487199639,0.17845972789820874,0.37535859352212875,0.33160982082175516
ENSG00000162576,0.0,0.0,1.0,0.0
ENSG00000175756,1.8164383262289414,2.0910983749240617,0.521205995225977,-0.2746600486951203
ENSG00000223663,0.0,0.0,1.0,0.0
ENSG00000221978,2.4041539621613053,1.3133992874289908,0.2695818126249781,1.0907546747323145
ENSG00000224870,2.339058784396208,1.6486400942150552,0.43012782723835136,0.6904186901811529
ENSG00000242485,6.831284967181826,7.278643656078067,0.010564557784973158,-0.44735868889624086
ENSG00000264293,0.0,0.0,1.0,0.0
ENSG00000272455,1.5593755528584827,0.6453389314401581,0.239983524317601,0.9140366214183246
ENSG00000235098,0.0,0.0,1.0,0.0
ENSG00000225905,0.0,0.0,1.0,0.0
ENSG00000205116,0.0,0.0,1.0,0.0
ENSG00000225285,0.0,0.0,1.0,0.0
ENSG00000179403,0.0,0.0,1.0,0.0
ENSG00000215915,0.04449429068414344,0.2839549942429772,0.5155137123914667,-0.23946070355883375
ENSG00000160072,0.3960857312526749,0.10276332372960456,0.32961487223055647,0.2933224075230703
ENSG00000197785,0.1961682343159986,0.15820713672353326,0.8808765186909309,0.037961097592465354
ENSG00000205090,0.0,0.0,1.0,0.0
ENSG00000160075,5.0207891030780525,6.3461230908000426,0.023383656706126823,-1.32533398772199
ENSG00000215014,0.02259015410012598,0.5652377731051593,0.5570280950450435,-0.5426476190050333
ENSG00000274481,0.0,0.0,1.0,0.0
ENSG00000228594,0.10647802144219662,0.009671489623543316,0.22086366710236635,0.0968065318186533
ENSG00000272106,2.6634860421907343,0.6182985819295055,0.10124368964626261,2.0451874602612286
ENSG00000197530,0.029046512885279034,0.01909039594108225,0.7824277044027531,0.009956116944196784
ENSG00000189409,0.0,0.0,1.0,0.0
ENSG00000248333,0.47838533777387005,0.39160537966080566,0.8146363474887957,0.08677995811306438
ENSG00000272004,0.0,0.0,1.0,0.0
ENSG00000189339,2.2618472484064895,1.514357741199233,0.4124989856266281,0.7474895072072565
ENSG00000269737,0.0,0.0,1.0,0.0
ENSG00000215914,0.0,0.0,1.0,0.0
ENSG00000008128,0.6157226144106994,1.167591406535243,0.016913042060031747,-0.5518687921245437
ENSG00000268575,0.4529332070206151,0.3263837699825457,0.726044527686476,0.12654943703806942
ENSG00000227775,0.0,0.01909039594108225,0.5414697392755848,-0.01909039594108225
ENSG00000215790,0.014669448619942559,0.6357143801629852,0.2610728907119887,-0.6210449315430426
ENSG00000008130,0.1816187072915482,0.7244508967050718,0.48503025597343175,-0.5428321894135236
ENSG00000078369,5.3574658747437045,4.4277346309027426,0.12026558807129635,0.929731243840962
ENSG00000231050,0.0,0.0,1.0,0.0
ENSG00000169885,0.0,0.0,1.0,0.0
ENSG00000178821,0.0,0.0,1.0,0.0
ENSG00000142609,0.0,0.0,1.0,0.0
ENSG00000233542,0.0,0.0,1.0,0.0
ENSG00000187730,0.0,0.0,1.0,0.0
ENSG00000226969,0.0,0.0,1.0,0.0
ENSG00000067606,0.0,0.0,1.0,0.0
ENSG00000271806,0.0,0.0,1.0,0.0
ENSG00000182873,0.0,0.0,1.0,0.0
ENSG00000162585,0.05696854286793318,0.017809279139310567,0.3645162514523581,0.03915926372862261
ENSG00000269554,0.0,0.0,1.0,0.0
ENSG00000203301,0.0,0.007436327382350448,0.5414697392755848,-0.007436327382350448
ENSG00000234396,0.0,0.0,1.0,0.0
ENSG00000157933,0.4364712564162144,0.9183294278080405,0.225948104462252,-0.4818581713918261
ENSG00000116151,0.0,0.2475086918115955,0.5209406580124162,-0.2475086918115955
ENSG00000272161,0.0,0.007436327382350448,0.5414697392755848,-0.007436327382350448
ENSG00000269753,0.0,0.0,1.0,0.0
ENSG00000269896,0.0,0.0,1.0,0.0
ENSG00000272420,0.0,0.0,1.0,0.0
ENSG00000157916,2.2603186137414295,1.6376309608159305,0.6614442882193057,0.622687652925499
ENSG00000157911,0.0,0.0,1.0,0.0
ENSG00000149527,0.0,0.11832229244191494,0.21007951214482704,-0.11832229244191494
ENSG00000224387,0.0,0.0,1.0,0.0
ENSG00000229393,0.0,0.0,1.0,0.0
ENSG00000157881,1.042194319657746,1.0569216578789786,0.9816568137832034,-0.014727338221232733
ENSG00000197921,0.0,0.0,1.0,0.0
ENSG00000272449,0.029046512885279034,0.020044441380503434,0.7356785466681381,0.0090020715047756
ENSG00000238164,1.0588929549870367,0.4589243456022337,0.44566164635876226,0.599968609384803
ENSG00000157873,1.3853742525694006,1.4581504876058236,0.936389429579371,-0.07277623503642294
ENSG00000225931,0.0,0.0,1.0,0.0
ENSG00000228037,0.8521396454784885,0.02045589923018128,0.18680987296205795,0.8316837462483072
ENSG00000157870,0.8634517096226504,0.6847207094322398,0.7660197482125374,0.17873100019041055
ENSG00000142606,0.0,0.0,1.0,0.0
ENSG00000237058,0.0,0.0,1.0,0.0
ENSG00000215912,0.0,0.04595550013897182,0.541469739275585,-0.04595550013897182
ENSG00000283259,0.0,0.0,1.0,0.0
ENSG00000233234,0.0,0.0,1.0,0.0
ENSG00000231630,0.0,0.0,1.0,0.0
ENSG00000284745,0.0,0.0,1.0,0.0
ENSG00000169717,0.0,0.0,1.0,0.0
ENSG00000177133,0.0,0.0,1.0,0.0
ENSG00000142611,0.0,0.0,1.0,0.0
ENSG00000226286,0.0,0.0,1.0,0.0
ENSG00000279839,0.0,0.0,1.0,0.0
ENSG00000272235,0.0,0.0,1.0,0.0
ENSG00000130762,0.0,0.0,1.0,0.0
ENSG00000272088,0.0,0.0,1.0,0.0
ENSG00000162591,0.0,0.0,1.0,0.0
ENSG00000207776,0.0,0.0,1.0,0.0
ENSG00000238260,0.0,0.0,1.0,0.0
ENSG00000158109,1.4031013802630279,2.025767322146341,0.5508184493125492,-0.6226659418833129
ENSG00000116213,1.2551588665812488,0.6745725813322345,0.2708882179965319,0.5805862852490142
ENSG00000078900,0.059163739304086,0.0,0.03169257712173395,0.059163739304086
ENSG00000227589,0.0,0.0,1.0,0.0
ENSG00000235131,0.0,0.0,1.0,0.0
ENSG00000227372,0.8339920210760445,0.61249965817448,0.8434101572704749,0.2214923629015645
ENSG00000162592,0.0,0.20961832037907133,0.5414697392755848,-0.20961832037907133
ENSG00000235169,0.0,0.0,1.0,0.0
ENSG00000130764,2.919273942503069,2.4758293216985092,0.32513301211992746,0.4434446208045597
ENSG00000266075,0.0,0.0,1.0,0.0
ENSG00000272153,0.0,0.0,1.0,0.0
ENSG00000116198,1.689189489238705,2.875274054225055,0.1854604344629643,-1.1860845649863503
ENSG00000169598,1.1114478055935866,1.7359363720613374,0.6097838663825595,-0.6244885664677509
ENSG00000264428,0.0,0.0,1.0,0.0
ENSG00000198912,5.0168153062765946,5.153310160470894,0.6770398866829741,-0.1364948541942992
ENSG00000236423,0.02259015410012598,0.009671489623543316,0.5543728553028888,0.012918664476582666
ENSG00000233304,0.0,0.031666255773072964,0.5414697392755848,-0.031666255773072964
ENSG00000226374,0.0,0.0,1.0,0.0
ENSG00000284668,0.0,0.0,1.0,0.0
ENSG00000284703,0.02259015410012598,0.0,0.17780780835622126,0.02259015410012598
ENSG00000229280,0.0,0.0,1.0,0.0
ENSG00000235054,0.0,0.0,1.0,0.0
ENSG00000284694,0.0,0.0,1.0,0.0
ENSG00000227169,0.0,0.0,1.0,0.0
ENSG00000232596,0.0,0.0,1.0,0.0
ENSG00000196581,0.0,0.0,1.0,0.0
ENSG00000284739,0.0,0.0,1.0,0.0
ENSG00000284674,0.0,0.0,1.0,0.0
ENSG00000231510,0.0,0.0,1.0,0.0
ENSG00000284616,0.0,0.0,1.0,0.0
ENSG00000284692,0.0,0.0,1.0,0.0
ENSG00000284666,0.0,0.0,1.0,0.0
ENSG00000260972,0.0,0.0,1.0,0.0
ENSG00000283356,0.0,0.0,1.0,0.0
ENSG00000236948,0.0,0.2650196542806546,0.32168270825273637,-0.2650196542806546
ENSG00000264341,0.0,0.0,1.0,0.0
ENSG00000216045,0.0,0.0,1.0,0.0
ENSG00000264101,0.0,0.0,1.0,0.0
ENSG00000131697,0.4092171285472789,0.0,0.17780780835622126,0.4092171285472789
ENSG00000266687,0.0,0.0,1.0,0.0
ENSG00000069424,3.5927402579260983,2.4128500791879213,0.06258722382284289,1.179890178738177
ENSG00000268332,0.0,0.0,1.0,0.0
ENSG00000116254,0.0,0.0,1.0,0.0
ENSG00000116251,7.602885184121834,7.336287333429634,0.2147287261684413,0.2665978506922002
ENSG00000226944,0.0,0.0,1.0,0.0
ENSG00000158286,0.8865174564785109,1.2471381244758672,0.7889020640411519,-0.36062066799735637
ENSG00000116237,3.966543828878695,2.6075001878078403,0.2848690764679938,1.3590436410708548
ENSG00000225077,0.5288507051057086,0.47096427398211504,0.9441996623747544,0.057886431123593596
ENSG00000173673,0.0,0.0,1.0,0.0
ENSG00000158292,0.014669448619942559,0.0,0.17780780835622126,0.014669448619942559
ENSG00000097021,3.586192084894,1.6372894532687838,0.2121285855408845,1.948902631625216
ENSG00000271746,0.0,0.0,1.0,0.0
ENSG00000069812,0.02259015410012598,0.009671489623543316,0.5543728553028888,0.012918664476582666
ENSG00000187017,0.0,0.009671489623543316,0.541469739275585,-0.009671489623543316
ENSG00000265392,0.0,0.0,1.0,0.0
ENSG00000231868,0.0,0.016180543599652018,0.541469739275585,-0.016180543599652018
ENSG00000215788,0.0969240519538796,0.3413555512119054,0.23489260082265245,-0.24443149925802582
ENSG00000171680,0.014669448619942559,0.0,0.17780780835622126,0.014669448619942559
ENSG00000162408,2.7749124183194542,3.588650056241764,0.2929580927514861,-0.8137376379223098
ENSG00000253022,0.0,0.016180543599652018,0.541469739275585,-0.016180543599652018
ENSG00000229519,0.17927638315128186,0.13136502149505289,0.5781379037383272,0.047911361656228973
ENSG00000173662,0.0,0.0,1.0,0.0
ENSG00000204859,1.1083299308170291,0.7850283602764822,0.753936739648484,0.323301570540547
ENSG00000162413,2.6435945591151566,1.9543507580368562,0.44517932358332435,0.6892438010783004
ENSG00000116273,1.2526882982084329,1.024670198233357,0.8278172874377947,0.22801809997507583
ENSG00000041988,3.304082036654256,3.417644517688326,0.8748065654944177,-0.1135624810340703
ENSG00000007923,1.8202255106484981,2.653365359262521,0.4295321280880812,-0.8331398486140229
ENSG00000228750,0.0,0.0,1.0,0.0
ENSG00000239166,0.0,0.0,1.0,0.0
ENSG00000284744,0.0,0.0,1.0,0.0
ENSG00000237436,0.0,0.0,1.0,0.0
ENSG00000171735,5.076524646674798,5.272125367049219,0.6171403284634089,-0.19560072037442122
ENSG00000227950,0.02259015410012598,0.017809279139310567,0.8312944672770595,0.004780874960815414
ENSG00000237365,0.0,0.0,1.0,0.0
ENSG00000207056,0.0,0.0,1.0,0.0
ENSG00000237402,0.0,0.0,1.0,0.0
ENSG00000237728,0.0,0.0,1.0,0.0
ENSG00000225126,0.0,0.0,1.0,0.0
ENSG00000270171,0.0,0.0,1.0,0.0
ENSG00000270035,0.0,0.0,1.0,0.0
ENSG00000269978,0.0,0.0,1.0,0.0
ENSG00000049245,4.294023247498027,5.075780030629394,0.04753360486455415,-0.7817567831313674
ENSG00000269925,0.8569412070125899,0.363462432399805,0.549891147111472,0.4934787746127849
ENSG00000049246,0.02259015410012598,0.0,0.17780780835622126,0.02259015410012598
ENSG00000236266,0.0,0.031666255773072964,0.5414697392755848,-0.031666255773072964
ENSG00000049247,0.0,0.5135061040072115,0.541469739275585,-0.5135061040072115
ENSG00000049249,6.822528276614291,1.3856207187573686,0.004876361846803183,5.436907557856922
ENSG00000270330,0.0,0.0,1.0,0.0
ENSG00000116288,9.004849453544875,9.403403824564815,0.008004859282533227,-0.39855437101994085
ENSG00000200344,0.0,0.0,1.0,0.0
ENSG00000284747,0.0,0.0,1.0,0.0
ENSG00000284716,0.014669448619942559,0.0,0.17780780835622126,0.014669448619942559
ENSG00000116285,0.0,0.0,1.0,0.0
ENSG00000238290,0.0,0.0,1.0,0.0
ENSG00000232848,0.1362872929563171,0.07759108350261666,0.0017049535553945597,0.05869620945370045
ENSG00000229305,0.0,0.0,1.0,0.0
ENSG00000227634,0.0,0.0,1.0,0.0
ENSG00000200975,0.0,0.0,1.0,0.0
ENSG00000233645,0.0,0.0,1.0,0.0
ENSG00000265414,0.0,0.0,1.0,0.0
ENSG00000251977,0.0,0.0,1.0,0.0
ENSG00000162426,0.0,0.0,1.0,0.0
ENSG00000252254,0.0,0.0,1.0,0.0
ENSG00000142599,2.1258695163536263,3.512909144148546,0.16240299582105813,-1.3870396277949197
ENSG00000232912,0.0,0.1394004359373894,0.4838433911431898,-0.1394004359373894
ENSG00000221083,0.5921354143591392,0.0,0.1778078083562211,0.5921354143591392
ENSG00000270282,0.0,0.0,1.0,0.0
ENSG00000234619,1.5119672162617954,1.38879578369393,0.4659609078260669,0.12317143256786545
ENSG00000224315,0.3090069885609157,0.19497903382029558,0.23376020051792765,0.11402795474062011
ENSG00000222511,0.0,0.0,1.0,0.0
ENSG00000226545,0.1770124637955089,0.18269526045133977,0.9393617229783883,-0.0056827966558308796
ENSG00000228423,0.0,0.0,1.0,0.0
ENSG00000229716,0.0876369114023018,0.1816572717506113,0.19729764401782057,-0.0940203603483095
ENSG00000074800,12.441358046929935,10.199831908428502,7.140919612882712e-05,2.241526138501433
ENSG00000236269,0.19260103357083797,0.07095750633084746,0.417194170319856,0.1216435272399905
ENSG00000230679,0.5064588234364533,0.23983099222534682,0.5146162475467607,0.2666278312111065
ENSG00000201725,0.23324597111012316,0.0,0.1778078083562211,0.23324597111012316
ENSG00000238249,0.09479936348828386,0.11756582418835464,0.8823881879367558,-0.02276646070007078
ENSG00000232208,3.2162506143052534,2.184135935237221,0.2702562544033347,1.0321146790680324
ENSG00000232663,0.029046512885279034,0.31278392708765723,0.566503795973391,-0.2837374142023782
ENSG00000131686,3.5849335093211385,1.543367765509239,0.06737472249409836,2.0415657438118995
ENSG00000265141,0.0,0.0,1.0,0.0
ENSG00000197241,0.0,0.0,1.0,0.0
ENSG00000142583,1.2859607855706272,0.0,0.06062726359488855,1.2859607855706272
ENSG00000252404,0.0,0.0,1.0,0.0
ENSG00000180758,1.9126235815955368,0.03622498498015545,7.521990602817969e-05,1.8763985966153813
ENSG00000228526,0.9418672286187538,1.3833931545098892,0.7357096351580082,-0.4415259258911354
ENSG00000207865,0.0,0.0,1.0,0.0
ENSG00000234546,1.9372453706345878,0.8647806287818535,0.21018348186426647,1.0724647418527344
ENSG00000281937,0.0,0.0,1.0,0.0
ENSG00000049239,2.365243962842843,1.9757613209726286,0.7246084724709405,0.38948264187021464
ENSG00000252841,0.0,0.0,1.0,0.0
ENSG00000171621,0.0,0.20758585787282258,0.3158279458531318,-0.20758585787282258
ENSG00000284652,0.0,0.0,1.0,0.0
ENSG00000284693,0.0,0.0,1.0,0.0
ENSG00000252956,0.0,0.0,1.0,0.0
ENSG00000235263,0.0,0.02045589923018128,0.541469739275585,-0.02045589923018128
ENSG00000171612,1.1826715168349624,2.174250604105992,0.03012292793380376,-0.9915790872710297
ENSG00000231181,3.4585180635073285,2.617510648245614,0.004681502675531436,0.8410074152617146
ENSG00000188807,0.0,0.317743858651236,0.541469739275585,-0.317743858651236
ENSG00000171608,5.2978821602226,5.73721788637344,0.4591560401944718,-0.4393357261508397
ENSG00000179840,0.0,0.30838018149291924,0.5238578600108399,-0.30838018149291924
ENSG00000233268,0.0,0.016180543599652018,0.541469739275585,-0.016180543599652018
ENSG00000231789,0.0,0.32314114560452606,0.5149847099018089,-0.32314114560452606
ENSG00000171603,2.123172159527705,1.9941656928513236,0.8336982293629478,0.1290064666763815
ENSG00000271264,0.0,0.0,1.0,0.0
ENSG00000280113,0.0,0.0,1.0,0.0
ENSG00000178585,0.5055824610599876,0.33295918006353675,0.7479810037437555,0.17262328099645086
ENSG00000223989,0.0,0.0,1.0,0.0
ENSG00000162441,5.779201439869654,5.4788724742064305,0.6005964320030013,0.30032896566322353
ENSG00000228150,1.2385436846738296,0.13005417229015223,0.017948942496473417,1.1084895123836773
ENSG00000173614,3.143699454436093,3.605598614409888,0.3779447390368102,-0.46189915997379494
ENSG00000202415,0.0,0.03981363079005268,0.541469739275585,-0.03981363079005268
ENSG00000283611,0.0,0.0,1.0,0.0
ENSG00000265521,0.0,0.0,1.0,0.0
ENSG00000241326,0.0,0.0,1.0,0.0
ENSG00000162444,0.0,0.0,1.0,0.0
ENSG00000130939,3.4866311787089455,2.79025913742695,0.46197983721170244,0.6963720412819954
ENSG00000224340,0.05163666698540502,0.0366364428298333,0.6674471963190873,0.015000224155571722
ENSG00000233623,0.0,0.0,1.0,0.0
ENSG00000201746,0.0,0.0,1.0,0.0
ENSG00000054523,0.6314371285624749,1.327087753729396,0.42414286123747924,-0.695650625166921
ENSG00000264881,0.0,0.0,1.0,0.0
ENSG00000199562,0.0,0.1501575050094503,0.541469739275585,-0.1501575050094503
ENSG00000264501,0.0,0.0,1.0,0.0
ENSG00000284735,0.0,0.14528171865084732,0.541469739275585,-0.14528171865084732
ENSG00000265945,0.0,0.0,1.0,0.0
ENSG00000284642,0.0,0.010372951756960118,0.541469739275585,-0.010372951756960118
ENSG00000142657,6.40297429504095,6.483191529087313,0.7881582118076187,-0.08021723404636294
ENSG00000271989,0.0,0.0,1.0,0.0
ENSG00000251503,0.4930670478877998,0.41346268669574376,0.8980522416467375,0.07960436119205605
ENSG00000175279,2.84706590117377,1.0178810059980001,0.036750510321643906,1.8291848951757699
ENSG00000241563,0.0,0.09233867106554103,0.5414697392755848,-0.09233867106554103
ENSG00000160049,5.536361444124497,5.858336984621159,0.17574765750004784,-0.32197554049666266
ENSG00000203469,0.0,0.0,1.0,0.0
ENSG00000142655,1.0010911626846466,1.1807822530729282,0.7355449903179672,-0.17969109038828157
ENSG00000243267,0.0,0.0,1.0,0.0
ENSG00000130940,0.0,0.10289232057546421,0.4536700872994407,-0.10289232057546421
ENSG00000272078,0.0,0.0,1.0,0.0
ENSG00000225158,0.0,0.0,1.0,0.0
ENSG00000175262,0.0,0.0,1.0,0.0
ENSG00000215785,0.0,0.0,1.0,0.0
ENSG00000264181,0.0,0.0,1.0,0.0
ENSG00000207213,0.0,0.0,1.0,0.0
ENSG00000120948,5.111232731183424,4.4797734315067474,0.3715083320594336,0.6314592996766768
ENSG00000277726,0.0,0.0,1.0,0.0
ENSG00000009724,0.0,0.0,1.0,0.0
ENSG00000271895,0.12600963972599868,0.324809167228507,0.4884885763720912,-0.19879952750250832
ENSG00000116649,1.2069202415626041,1.0593318756974532,0.7863575309288497,0.1475883658651509
ENSG00000171824,4.623405538627566,4.7286906517787415,0.8570652229330438,-0.10528511315117584
ENSG00000226849,0.08640280086265954,0.0,0.17780780835622126,0.08640280086265954
ENSG00000230337,0.0,0.0,1.0,0.0
ENSG00000198793,2.7690468701251536,2.779300048680308,0.9885411421691859,-0.010253178555154285
ENSG00000225602,0.0,0.0,1.0,0.0
ENSG00000253086,0.0,0.04595550013897182,0.541469739275585,-0.04595550013897182
ENSG00000271794,0.0,0.0,1.0,0.0
ENSG00000171819,0.0,0.0,1.0,0.0
ENSG00000207451,0.0,0.0,1.0,0.0
ENSG00000238173,0.20053494307014325,0.16429536570084755,0.5264157430853403,0.0362395773692957
ENSG00000120942,1.834637257739943,2.889295860922328,0.13648555973567225,-1.0546586031823848
ENSG00000238199,0.1283442100246644,0.03223719648866123,0.07162520917738889,0.09610701353600316
ENSG00000284646,0.0,0.0,1.0,0.0
ENSG00000224338,0.0,0.0,1.0,0.0
ENSG00000204624,0.0,0.0,1.0,0.0
ENSG00000235643,0.0,0.0,1.0,0.0
ENSG00000284708,0.0,0.0,1.0,0.0
ENSG00000116661,0.0,0.10827454708972334,0.541469739275585,-0.10827454708972334
ENSG00000132879,0.04314262071815836,0.43614458930877353,0.09730081266027492,-0.3930019685906152
ENSG00000116663,3.290510211678937,2.9501262113687363,0.7901857619417114,0.34038400031020055
ENSG00000116670,1.64018070655021,0.9102472343081728,0.44374666269705587,0.7299334722420373
ENSG00000162490,1.0529315490389646,0.04630793245337661,0.0009520235908378608,1.006623616585588
ENSG00000177674,3.860005552263228,2.2576174488559664,0.4609388923143464,1.6023881034072618
ENSG00000215910,0.0,0.0,1.0,0.0
ENSG00000177553,0.0,0.0,1.0,0.0
ENSG00000177000,1.0693544276336908,1.2218896776860193,0.8907462445751402,-0.15253525005232849
ENSG00000011021,0.2814237494205766,0.48748173538312267,0.6643943956744486,-0.2060579859625461
ENSG00000242349,0.0,0.0,1.0,0.0
ENSG00000175206,0.0,0.0,1.0,0.0
ENSG00000120937,0.0,0.0,1.0,0.0
ENSG00000224904,0.0,0.0,1.0,0.0
ENSG00000199347,0.0,0.09610988907821547,0.4867023259076206,-0.09610988907821547
ENSG00000201801,0.0,0.24608382690668126,0.541469739275585,-0.24608382690668126
ENSG00000116685,1.4560860950928614,0.47314681235867373,0.10322253172677777,0.9829392827341876
ENSG00000083444,1.4509427380209137,0.5593302190667937,0.3692452940128697,0.89161251895412
ENSG00000116688,2.5798867193169954,2.773997113877254,0.5517870092778856,-0.19411039456025847
ENSG00000270914,0.0,0.0,1.0,0.0
ENSG00000116691,0.6389345907197306,0.2509653898265394,0.43388970755958467,0.3879692008931912
ENSG00000202461,0.0,0.0,1.0,0.0
ENSG00000243539,0.0,0.0,1.0,0.0
ENSG00000120949,1.567635920241945,0.0,0.005226782527120892,1.567635920241945
ENSG00000201135,0.0,0.09433815255112007,0.5414697392755848,-0.09433815255112007
ENSG00000227875,0.10647802144219662,0.12931999636173339,0.7827986198932879,-0.022841974919536767
